,title,company,job_type,location,link
72,AI 백엔드 개발부문 인재의 전체 세부 정보,신세계아이앤씨,정규직,서울 중구,https://kr.indeed.com/rc/clk?jk=b047d88258576e1c&fccid=7009e9adee12ff99&vjs=3
73,전문연구요원 (병역특례) 수시 (AI / SW 분야)의 전체 세부 정보,딥엑스,신입공채 +1,성남 분당구,https://kr.indeed.com/rc/clk?jk=d83fc0dd2641f483&fccid=e34932b8232a173b&vjs=3
74,[크로노오디세이] 서버 전투/ AI 프로그래머의 전체 세부 정보,엔픽셀,신입공채 +1,서울 강남구,https://kr.indeed.com/rc/clk?jk=bf59f86db7f64455&fccid=aa65678902dad7f6&vjs=3
75,AI Artist,Contra,,Anywhere in the World,https://weworkremotely.com/remote-jobs/contra-ai-artist-1
76,User Experience Engineer- Ruby on Rails,Power Home Remodeling,,USA Only,https://weworkremotely.com/remote-jobs/power-home-remodeling-user-experience-engineer-ruby-on-rails
77,Freelance Book Cover Design at Work It Daily,Contra,,USA Only,https://weworkremotely.com/remote-jobs/contra-freelance-book-cover-design-at-work-it-daily
78,Ruby On Rails Developer,Power Home Remodeling,,USA Only,https://weworkremotely.com/remote-jobs/power-home-remodeling-ruby-on-rails-developer-1
79,AI Application Developer ,Contra,,Anywhere in the World,https://weworkremotely.com/remote-jobs/contra-ai-application-developer-1
80,Sr. Ruby on Rails Engineer,Aha!,,North America Only,https://weworkremotely.com/remote-jobs/aha-sr-ruby-on-rails-engineer
81,Senior Rails Developer,Simplero,,Anywhere in the World,https://weworkremotely.com/remote-jobs/simplero-senior-rails-developer
82,Ruby on Rails Developer,RemoteMore,,Anywhere in the World,https://weworkremotely.com/remote-jobs/remotemore-ruby-on-rails-developer
83,"Senior Software Engineer, Ruby/Rails",Doximity,,USA Only,https://weworkremotely.com/remote-jobs/doximity-senior-software-engineer-ruby-rails
84,"Software Engineer, Ruby/Rails",Doximity,,USA Only/Americas Only,https://weworkremotely.com/remote-jobs/doximity-software-engineer-ruby-rails
85,Senior Ruby on Rails Engineer,Donut,,USA Only,https://weworkremotely.com/remote-jobs/donut-senior-ruby-on-rails-engineer
86,"Senior Software Engineer (Rails, React)",8returns,,Europe Only,https://weworkremotely.com/remote-jobs/8returns-senior-software-engineer-rails-react
87,Senior Full-Stack Software Engineer - Europe,Skedda,,Europe Only,https://weworkremotely.com/remote-jobs/skedda-senior-full-stack-software-engineer-europe
88,Rails + Stimulus Dev - The Rails Way! 🛤️,Nearcut,,Anywhere in the World,https://weworkremotely.com/remote-jobs/nearcut-rails-stimulus-dev-the-rails-way
89,React Native Developer,Lemon.io,,Latin America Only/Europe Only/UK Only/Canada Only,https://weworkremotely.com/remote-jobs/lemon-io-react-native-developer
90,React Native / Mobile / Front-End Developer ,AirDAO,,Anywhere in the World,https://weworkremotely.com/remote-jobs/airdao-react-native-mobile-front-end-developer
91,Senior Ruby on Rails Developer,Ticketsolve,,Anywhere in the World,https://weworkremotely.com/remote-jobs/ticketsolve-senior-ruby-on-rails-developer
92,Senior Ruby on Rails Developer: Fully Remote,Proxify AB,,Anywhere in the World,https://weworkremotely.com/remote-jobs/proxify-ab-senior-ruby-on-rails-developer-fully-remote
93,Senior Software Engineer - Ruby on Rails & More,Ride with GPS,,North America Only,https://weworkremotely.com/remote-jobs/ride-with-gps-senior-software-engineer-ruby-on-rails-more
94,Solidity developer ,Lemon.io,,Latin America Only/Europe Only/UK Only/Canada Only,https://weworkremotely.com/remote-jobs/lemon-io-solidity-developer
95,Senior Ruby on Rails Developer (m/f/x),elearnio Gmbh,,Europe Only/UK Only/EMEA Only/Asia Only/Africa Only,https://weworkremotely.com/remote-jobs/elearnio-gmbh-senior-ruby-on-rails-developer-m-f-x-1
96,"Technical Support & QA Tester - (USD $40-50k, 4 days/week)",QuickMail,,Anywhere in the World,https://weworkremotely.com/remote-jobs/quickmail-technical-support-qa-tester-usd-40-50k-4-days-week
97,Platform Engineer - Europe,Skedda,,Europe Only,https://weworkremotely.com/remote-jobs/skedda-platform-engineer-europe
98,Email deliverability specialist for email marketing platform,"GMass, Inc.",,Anywhere in the World,https://weworkremotely.com/remote-jobs/gmass-inc-email-deliverability-specialist-for-email-marketing-platform
99,Paid Social Media Specialist,AgencyAnalytics,,Canada Only,https://weworkremotely.com/remote-jobs/agencyanalytics-paid-social-media-specialist
100,Cold-Email Marketing Manager,Hypergen,,Anywhere in the World,https://weworkremotely.com/remote-jobs/hypergen-cold-email-marketing-manager
101,Paid Media Specialist,Florida Virtual School,,USA Only,https://weworkremotely.com/remote-jobs/florida-virtual-school-paid-media-specialist
102,Head of Growth / Marketing for VC Funded Music AI Startup,"Soundsnap, Beatopia",,Anywhere in the World,https://weworkremotely.com/remote-jobs/soundsnap-beatopia-head-of-growth-marketing-for-vc-funded-music-ai-startup
103,Email Marketing Lead,Matilda,,Anywhere in the World,https://weworkremotely.com/remote-jobs/matilda-email-marketing-lead
104,Business Development Representative,Infocus Solutions,,Anywhere in the World,https://weworkremotely.com/remote-jobs/infocus-solutions-business-development-representative
105,"Enterprise Sales, Account Director ",Covariant AI ,,USA Only/Europe Only/UK Only,https://weworkremotely.com/remote-jobs/covariant-ai-enterprise-sales-account-director
106,Marketing Apprentice to Eccentric Millionaire. Become a Generalist @ Fun Ecom Co | Great People & Flexible Hours,JLS Trading Co.,,Anywhere in the World,https://weworkremotely.com/remote-jobs/jls-trading-co-marketing-apprentice-to-eccentric-millionaire-become-a-generalist-fun-ecom-co
107,Paid Media Growth Strategist,Lucyd Media,,Anywhere in the World,https://weworkremotely.com/remote-jobs/lucyd-media-paid-media-growth-strategist
108,Financial Analyst,MailerLite,,Anywhere in the World,https://weworkremotely.com/remote-jobs/mailerlite-financial-analyst
109,Data Entry For AI Development,Remotasks,,USA Only,https://weworkremotely.com/remote-jobs/remotasks-data-entry-for-ai-development-2
